id	parent	body	feedback	right	created_at	updated_at
94	14	JC virus	{"blocks":[{"key":"68glf","text":"The correct answer is B. The clinical picture and imaging are consistent with progressive multifocal leukoencephalopathy secondary to reactivation of latent JC virus infection, which can occur with CD4+ cell counts <50/mm3. It typically presents with rapidly progressive focal neurologic deficits without signs of increased intracranial pressure. Ataxia, aphasia, and cranial nerve deficits may also occur. Lumbar puncture is nondiagnostic and frequently demonstrates mild elevations in protein and white blood cells. Cerebrospinal fluid (CSF) analysis can reveal the presence of myelin basic protein, which is due to demyelination caused by the JC virus.  Progressive multifocal leukoencephalopathy typically presents as multiple nonenhancing T2-hyperintense lesions. When it is suspected, stereo tactic biopsy is required for definitive diagnosis, but a positive CSF polymerase chain reaction for JC virus is diagnostic in the appropriate clinical setting. Histology of the lesions shows nuclear inclusions in oligodendrocytes. Although there is no definitive treatment, clearance of JC virus DNA can be observed with response to highly active antiretroviral therapy","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2019-09-05 15:57:47	2019-09-05 15:57:47
95	14	Primary central nervous system lymphoma	{"blocks":[{"key":"d62ld","text":"Answer C is incorrect. Central nervous system (CNS) lymphoma typically also affects those with CD4+ cell counts under 50/mm3. MRI will demonstrate one or more enhancing lesions (50% multiple; 50% single) that are typically surrounded by edema and can produce a mass effect. CNS lymphoma can present with polymerase chain reaction findings on CSF as positive for EBV.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 15:57:47	2019-09-05 15:57:47
96	14	Toxoplasmosis	{"blocks":[{"key":"29udn","text":"Answer D is incorrect. Space-occupying lesions due to toxoplasmosis infection represent the most common cause of cerebral mass lesions in HIV-infected patients and typically present with multiple enhancing lesions on MRI. The lesions are typically located at the corticomedullary junction and are surrounded by edema that frequently produces a mass effect and distinguishes its appearance from progressive multifocal leukoencephalopathy. Positive Toxoplasma serologies can assist in diagnosis, and clinical improvements will result from treatment with sulfadiazine and pyrimethamine or trimethoprim/sulfamethoxazole.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 15:57:47	2019-09-05 15:57:47
97	15	Herpes simplex virus type 1	{"blocks":[{"key":"96vtu","text":"Answer A is incorrect. HSV type 1 affects mucosal surfaces, particularly oral mucosa. Erythema is the first sign of infection, followed by grouped vesicles that evolve to pustules. Pustules erode, then ulcerate, commonly producing a crust. Lesions resolve spontaneously without scar within 2–4 weeks.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:36:15	2019-09-05 19:36:15
98	15	Human herpesvirus 8	{"blocks":[{"key":"f73po","text":"Answer B is incorrect. Human herpesvirus 8 is thought to be the causative factor of Kaposi’s sarcoma. These lesions are purple/red/blue and are most common in patients with AIDS.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:36:15	2019-09-05 19:36:15
99	15	Poxvirus	{"blocks":[{"key":"2t1l8","text":"The correct answer is C. This is a classic case of molluscum contagiosum caused by the Poxvirus. Physical examination is significant for pearly white or skin-colored nodules with central umbilication on the genitals and trunk. Molluscum contagiosum is a benign skin disease transmitted by sexual contact, clothes, or towels. It often resolves spontaneously but may require topical therapy or surgery in immunocompromised patients","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2019-09-05 19:36:15	2019-09-05 19:36:15
100	15	Rubeola virus	{"blocks":[{"key":"bmaa2","text":"Answer D is incorrect. Rubeola virus is another name for the RNA virus that causes measles, an exanthematous disease that begins as Koplik’s spots on the oral mucosa and progresses to a maculopapular rash. Prodromal syndromes of malaise and fever are common. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:36:15	2019-09-05 19:36:15
101	15	Varicella-zoster virus	{"blocks":[{"key":"9gs40","text":"Answer E is incorrect. VZV is the causative agent in chickenpox. It is a highly contagious DNA herpesvirus transmitted by respiratory droplets or by direct contact. The virus, characterized by recurrent crops of lesions classically described as “dew-drops on a rose petal,” is commonly seen on the face and trunk. VZV infections are often accompanied by prodromal symptoms of fever and malaise.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:36:15	2019-09-05 19:36:15
107	16	Linear, double-stranded, DNA virus with an envelope	{"blocks":[{"key":"d7sgu","text":"The correct answer is A. The question stem describes classic symptoms of infection with EBV, including flu-like symptoms, increasing fatigue, lymphadenopathy, and splenomegaly. EBV is a member of the herpes viral family with linear double-stranded, enveloped DNA. Herpes viruses are unique in that it is the only virus that obtains its envelope via budding from the nuclear membrane","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2019-09-05 19:41:35	2019-09-05 19:41:35
108	16	Linear, double-stranded, DNA virus without an envelope	{"blocks":[{"key":"s87","text":"Answer B is incorrect. Linear, double-stranded DNA without an envelope describes the adenoviruses. This virus is mostly known for conjunctivitis or “pink eye.” It can also cause respiratory tract infections, hemorrhagic cystitis, and gastroenteritis. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:41:35	2019-09-05 19:41:35
109	16	Linear, double-stranded, RNA virus with an envelope	{"blocks":[{"key":"5evrd","text":"Answer C is incorrect. The only double stranded RNA viruses known to infect humans are the reoviruses. These includes coltivirus, which causes Colorado tick fever, and rotavirus, which causes gastroenteritis. Rotavirus infection is the principal cause of fatal diarrhea in children throughout the world. Colorado tick fever is transmitted via ticks carried by rodents and is found most commonly in hikers. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:41:36	2019-09-05 19:41:36
110	16	Partially circular, double-stranded, DNA virus with an envelope	{"blocks":[{"key":"3dg54","text":"Answer D is incorrect. Partially circular, double-stranded DNA with an envelope describes the hepadnaviruses. The main infectious pathogen in this family is hepatitis B virus. Its main modes of transmission are blood and sexual contact. This patient does not present with signs of hepatitis.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:41:36	2019-09-05 19:41:36
111	16	Segmented, linear, single-stranded, negative-polarity, RNA virus with an envelope	{"blocks":[{"key":"fd6uj","text":"Answer E is incorrect. The orthomyxoviruses are characterized by segmented, single-stranded RNA with negative polarity and an envelope. The principal disease caused by these viruses is influenza. Although this patient does have flu-like symptoms, lymphadenopathy and splenomegaly are not characteristic of the flu.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:41:36	2019-09-05 19:41:36
112	17	Babesia microti	{"blocks":[{"key":"38tfk","text":"Answer A is incorrect. Babesia microti is a protozoan transmitted by the deer ticks that carry Lyme disease and granulocytic ehrlichiosis. Babesiae parasitize RBCs and cause fever and hemolytic anemia. The symptoms are mild except in debilitated or splenectomized individuals, who develop severe parasitemias. In blood smears, Babesia resembles P. falciparum ring stages. They form characteristic tetrads (Maltese cross), which are diagnostic. In fatal cases, findings are related to shock and hypoxia and include jaundice, hepatic necrosis, acute renal tubular necrosis, acute respiratory distress syndrome, hemolysis, and hemorrhages but no cerebral involvement","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:44:39	2019-09-05 19:44:39
113	17	Plasmodium falciparum	{"blocks":[{"key":"aejvv","text":"The correct answer is B. The Plasmodium falciparum parasite is responsible for causing malaria. It is spread by the Anopheles mosquito. Diagnosis of P. falciparum infection is made through a blood smear. The only species of Plasmodium that causes cerebral malaria is P. falciparum","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2019-09-05 19:44:39	2019-09-05 19:44:39
114	17	Plasmodium malariae	{"blocks":[{"key":"ebsio","text":"Answer C is incorrect. Plasmodium malariae infection has a 72-hour cyclic fever. P. malariae, however, does not cause cerebral malaria. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:44:40	2019-09-05 19:44:40
115	17	Plasmodium ovale	{"blocks":[{"key":"bsubv","text":"Answer D is incorrect. Plasmodium ovale infection has a 48-hour cyclic fever. A unique feature of P. vivax and P. ovale organisms is that they can form hypnozoites that can remain dormant in the liver for long periods, only to resurface later. However, P. ovale does not cause cerebral malaria. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:44:40	2019-09-05 19:44:40
116	17	Plasmodium vivax	{"blocks":[{"key":"8pivp","text":"Answer E is incorrect. Plasmodium vivax infection has a 48-hour cyclic fever. A unique feature of both P. vivax and P. ovale organisms is that they can form hypnozoites that can remain dormant in the liver for long periods, only to resurface later. However, P. vivax does not cause cerebral malaria.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:44:40	2019-09-05 19:44:40
122	18	Acanthamoeba species	{"blocks":[{"key":"rjfj","text":"Answer A is incorrect. Acanthamoeba species infection presents with meningoencephalitis in immunocompromised patients. It can also cause keratitis through contaminated contact lens solution. On histologic examination, spiky trophozoites are found in the CSF and brain tissue. Treatment is usually through multiple antibiotics and antifungals, and hospitalization is often needed","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:49:30	2019-09-05 19:49:30
123	18	Babesia species	{"blocks":[{"key":"5v4pj","text":"The correct answer is B. Babesia species infection presents with a malaria-like syndrome. Babesiosis is transmitted by the Ixodes tick. On microscopic examination, one observes the “tetrad” configuration (also known as a Maltese cross) of Babesia species and no RBC pigment. Trophozoites resemble Plasmodium falciparum but have distinguishing features: they vary more in shape and in size, and they do not produce pigment. Quinine is used to treat babesiosis","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2019-09-05 19:49:30	2019-09-05 19:49:30
124	18	Leishmania donovani	{"blocks":[{"key":"d9koh","text":"Answer C is incorrect. Leishmania donovani infection presents with hepatomegaly and splenomegaly, malaise, anemia, and weight loss. L. donovani is transmitted via the sandfly. Microscopically, macrophages containing amastigotes are observed. Sodium stibogluconate is used to treat L. donovani infection. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:49:30	2019-09-05 19:49:30
125	18	Naegleria fowleri	{"blocks":[{"key":"8ctpc","text":"Answer D is incorrect. Naegleria fowleri infection presents with meningoencephalitis that can progress to coma or death within 6 days. Other symptoms include nausea, vomiting, and irrational behavior. Transmission occurs through swimming in freshwater lakes. Microscopic analysis reveals amoebas in the spinal fluid. Unfortunately, there is no treatment for N. fowleri infection.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:49:30	2019-09-05 19:49:30
126	18	Trypanosoma cruzi	{"blocks":[{"key":"eg80r","text":"Answer E is incorrect. Trypanosoma cruzi infection causes Chagas’ disease, a condition in which the heart is enlarged and flaccid. T. cruzi is transmitted via the reduviid bug. Microscopic examination reveals flagellated trypomastigotes in the blood and nonmotile amastigotes in tissue culture. T. cruzi infection is treated with nifurtimox.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:49:30	2019-09-05 19:49:30
127	19	Epstein-Barr virus	{"blocks":[{"key":"97haj","text":"A is incorrect. EBV is associated with Burkitt’s lymphoma (a B-lymphocyte lymphoma) and nasopharyngeal carcinoma. The t(8;14) translocation is consistently associated with Burkitt’s lymphoma, but the translocation alone is not responsible for the neoplasm and is not found in nasopharyngeal carcinomas. The other factors that determine oncogenesis of EBV remain unclear. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:52:20	2019-09-05 19:52:20
128	19	Hepatitis C virus	{"blocks":[{"key":"5kb7p","text":"Answer B is incorrect. Both hepatitis C and hepatitis B virus infections are associated with an increased risk of developing hepatocellular carcinoma. The liver has a high regenerative potential, but if this process is overused, the chance of an oncogenic mutation occurring during the regeneration of cells increases.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:52:20	2019-09-05 19:52:20
129	19	HIV	{"blocks":[{"key":"3sal1","text":"Answer C is incorrect. HIV as a direct oncogenic agent is being intensely researched, but it is already known that immune suppression and dysregulation caused by HIV infection give rise to lymphomas and Kaposi’s sarcoma. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2019-09-05 19:52:20	2019-09-05 19:52:20
